1| Tokyo| 34463080.0| 34450000| 1.0003796806966618| 154.0
2| KinkiM.M.A.(Osaka)| 18663494.0| 18660000| 1.0001872454448018| 132.0
3| CiudaddeM?xico(MexicoCity)| 18456926.0| 18457000| 0.9999959906810424| 58.0
4| NewYork-Newark| 17828538.0| 17813000| 1.0008722842867568| 132.0
5| S?oPaulo| 16992338.0| 17014000| 0.9987268132126484| 45.0
6| Mumbai(Bombay)| 16139571.0| 16147000| 0.9995399145352077| 27.0
7| Delhi| 15715526.0| 15692000| 1.0014992352791232| 34.0
8| Shanghai| 14274291.0| 14247000| 1.0019155611707729| 48.0
9| Al-Qahirah(Cairo)| 13586413.0| 13626000| 0.9970947453397916| 32.0
10| Kolkata(Calcutta)| 13227603.0| 13097000| 1.009971978315645| 11.0
11| BuenosAires| 12502967.0| 12504000| 0.9999173864363403| 72.0
12| LosAngeles-LongBeach-SantaAna| 11746176.0| 11798000| 0.9956073910832345| 66.0
13| RiodeJaneiro| 11307850.0| 11307000| 1.000075174670558| 88.0
14| Beijing| 10285721.0| 10285000| 1.000070102090423| 60.0
15| Dhaka| 10277552.0| 10285000| 0.9992758385999028| 18.0
16| Moskva(Moscow)| 10044238.0| 10005000| 1.0039218390804598| 22.0
17| Manila| 10244143.0| 9958000| 1.0287349869451696| 10.0
18| Seoul| 10207724.0| 9879000| 1.0332750278368257| 11.0
19| Karachi| 9818899.0| 9825000| 0.9993790330788804| 28.0
20| Paris| 9766340.0| 9737000| 1.0030132484338092| 53.0
21| Istanbul| 8748563.0| 8744000| 1.0005218435498628| 72.0
22| ChukyoM.M.A.(Nagoya)| 8738301.0| 8740000| 0.9998056064073226| 65.0
23| Jakarta| 8384337.0| 8390000| 0.9993250297973778| 8.0
24| Chicago| 8317559.0| 8315000| 1.000307757065544| 106.0
25| Chongqing| 7887161.0| 7863000| 1.0030727457713342| 109.0
26| "Guangzhou,Guangdong"| 7728434.0| 7812000| 0.9893028673835126| 36.0
27| Lima| 7296474.5| 7294000| 1.0003392514395393| 77.0
28| Lagos| 7279872.0| 7281000| 0.9998450762257931| 30.0
29| London| 7248208.5| 7273000| 0.9965912965763783| 33.0
30| Tehran| 7083352.5| 7128000| 0.9937363215488215| 14.0
31| Tianjin| 6833486.0| 6989000| 0.9777487480326227| 51.0
32| HongKong| 6544779.0| 6664000| 0.982109693877551| 15.0
33| Wuhan| 6653146.0| 6638000| 1.002281711358843| 90.0
34| Chennai(Madras)| 6610883.5| 6593000| 1.0027124981040498| 15.0
35| Shenzhen| 6544779.0| 6550000| 0.9992029007633588| 15.0
36| KrungThep(Bangkok)| 6361099.0| 6395000| 0.9946988272087568| 14.0
37| Bogot?| 6345021.0| 6329000| 1.002531363564544| 28.0
38| Kinshasa| 6140326.0| 6140000| 1.0000530944625408| 108.0
39| Santiago| 5653003.5| 5658000| 0.9991169141039237| 43.0
40| Hyderabad| 5658016.0| 5650000| 1.001418761061947| 19.0
41| Bangalore| 5571691.5| 5581000| 0.99833210894105| 91.0
42| Lahore| 5656215.5| 5576000| 1.014385850071736| 22.0
43| Kitakyushu-FukuokaM.M.A.| 5430169.5| 5421000| 1.001691477587161| 54.0
44| Baghdad| 5223137.5| 5200000| 1.0044495192307692| 56.0
45| Philadelphia| 5263688.0| 5156000| 1.0208859581070597| 61.0
46| Madrid| 5004451.0| 5014000| 0.9980955325089749| 46.0
47| Miami| 4933496.5| 4933000| 1.0001006486924793| 76.0
48| Ahmadabad| 4816594.5| 4815000| 1.000331152647975| 15.0
49| BeloHorizonte| 4806116.0| 4807000| 0.9998161015186187| 91.0
50| Shenyang| 4713577.5| 4737000| 0.995055414819506| 41.0
51| SanktPeterburg(SaintPetersburg)| 4305671.5| 4719000| 0.9124118457300275| 710.0
52| Toronto| 4625966.0| 4607000| 1.004116778814847| 42.0
53| Chengdu| 4647097.5| 4607000| 1.0087036032125027| 25.0
54| Th?nhPhoHoCh?Minh(HoChiMinhCity)| 4411067.0| 4389000| 1.0050277967646388| 6.0
55| Barcelona| 4333790.5| 4355000| 0.9951298507462687| 44.0
56| "Nanjing,Jiangsu"| 4305489.5| 4279000| 1.0061905819116617| 36.0
57| KualaLumpur| 4168432.5| 4176000| 0.9981878591954023| 25.0
58| Dallas-FortWorth| 4168464.5| 4168000| 1.0001114443378119| 62.0
59| Haerbin| 4102089.25| 4100000| 1.0005095731707316| 65.0
60| Boston| 4045143.5| 4036000| 1.002265485629336| 60.0
61| "Washington,D.C."| 3965763.5| 3949000| 1.0042449987338566| 34.0
62| Singapore| 3930121.0| 3914000| 1.0041188042922842| 11.0
63| Detroit| 3911258.75| 3899000| 1.0031440754039498| 51.0
64| Houston| 3854999.75| 3847000| 1.0020794775149466| 64.0
65| Foshan| 3911039.75| 3831000| 1.0208926520490733| 17.0
66| "Xi'an,Shaanxi"| 3751046.75| 3788000| 0.9902446541710666| 23.0
67| Sydney| 3782988.0| 3780000| 1.0007904761904762| 75.0
68| Guadalajara| 3728194.25| 3724000| 1.0011262755102042| 32.0
69| Roma(Rome)| 3702767.0| 3708000| 0.9985887270765912| 68.0
70| Xinbei| 3688344.5| 3689000| 0.9998223095689889| 9.0
71| Busan| 3622455.5| 3673000| 0.9862389055268174| 15.0
72| Pune(Poona)| 3647436.5| 3667000| 0.9946649850013635| 15.0
73| Dongguan| 3706412.75| 3633000| 1.020207197908065| 16.0
74| Yangon| 3574852.0| 3573000| 1.000518331933949| 10.0
75| Hangzhou| 3534181.0| 3570000| 0.9899666666666667| 20.0
76| Ar-Riyadh(Riyadh)| 530622.3125| 3567000| 0.14875870829828988| 728.0
77| P?rtoAlegre| 3541148.25| 3546000| 0.9986317681895093| 58.0
78| Al-Iskandariyah(Alexandria)| 3519583.0| 3546000| 0.9925501974055273| 10.0
79| Atlanta| 3525669.5| 3522000| 1.0010418796138558| 97.0
80| Al-Khartum(Khartoum)| 3501737.0| 3505000| 0.9990690442225393| 108.0
81| Montr?al| 3425104.0| 3429000| 0.9988638086905803| 56.0
82| Monterrey| 3403184.25| 3405000| 0.9994667400881058| 64.0
83| Berlin| 3376899.75| 3384000| 0.9979018173758866| 24.0
84| Qingdao| 3356701.0| 3363000| 0.9981269699672911| 48.0
85| Melbourne| 3361492.25| 3361000| 1.0001464593870872| 109.0
86| Chittagong| 3328174.5| 3308000| 1.006098700120919| 13.0
87| SanFrancisco-Oakland| 3262052.5| 3230000| 1.0099233746130032| 20.0
88| Recife| 3215261.5| 3205000| 1.0032017160686428| 22.0
89| Ath?nai(Athens)| 3197932.25| 3179000| 1.0059554105064485| 9.0
90| Ankara| 3180861.25| 3179000| 1.0005854828562442| 335.0
91| Dar-el-Beida(Casablanca)| 3093321.0| 3134000| 0.9870201021059349| 15.0
92| Dalian| 3088189.75| 3092000| 0.9987677069857698| 56.0
93| Johannesburg| 2969337.25| 3046000| 0.974831664478004| 11.0
94| Abidjan| 3005953.25| 3007000| 0.9996518955769871| 20.0
95| Milano(Milan)| 2947249.5| 2985000| 0.9873532663316583| 15.0
96| Bras?lia| 2920948.75| 2932000| 0.996230815143247| 220.0
97| Shantou| 2910302.0| 2930000| 0.993277133105802| 17.0
98| "Ji'nan,Shandong"| 2934949.0| 2923000| 1.0040879233664044| 29.0
99| Phoenix-Mesa| 2927421.0| 2923000| 1.001512487170715| 48.0
100| Changchun| 2899434.5| 2892000| 1.0025707123098202| 55.0
101| Salvador| 2888930.0| 2891000| 0.9992839847803529| 27.0
102| Fortaleza| 2875913.5| 2875000| 1.0003177391304348| 30.0
103| Caracas| 2906254.0| 2864000| 1.0147534916201117| 9.0
104| Luanda| 2349447.0| 2829000| 0.8304867444326617| 468.0
105| CapeTown| 2782200.75| 2785000| 0.9989948833034111| 36.0
106| P'yongyang| 2748388.0| 2777000| 0.9896967951026288| 20.0
107| TelAviv-Yafo(TelAviv-Jaffa)| 2728724.5| 2739000| 0.9962484483388098| 21.0
108| Medell?n| 2764244.0| 2733000| 1.0114321258690084| 10.0
109| Seattle| 2717377.5| 2720000| 0.9990358455882353| 60.0
110| Surat| 2665102.5| 2706000| 0.9848863636363636| 8.0
111| SanDiego| 2698125.75| 2681000| 1.0063878217083178| 35.0
112| Lisboa(Lisbon)| 2669053.75| 2672000| 0.9988973615269461| 46.0
113| Kanpur| 2652542.0| 2664000| 0.995698948948949| 13.0
114| Kunming| 2657159.5| 2654000| 1.0011904672192917| 71.0
115| Taibei| 2709704.75| 2642000| 1.0256263247539743| 5.0
116| Durban(Ethekwini)| 2615127.0| 2625000| 0.9962388571428571| 17.0
117| Surabaya| 2549910.75| 2611000| 0.9766031214094216| 4.0
118| Kyiv(Kiev)| 2584659.5| 2606000| 0.9918110130468151| 18.0
119| Kano| 2620908.0| 2602000| 1.0072667179093004| 17.0
120| Shijiazhuang| 2616219.0| 2591000| 1.009733307603242| 14.0
121| Jiddah| 2024007.0| 2509000| 0.8066986847349542| 709.0
122| SanJuan| 2496177.0| 2508000| 0.9952858851674641| 49.0
123| Sapporo| 2512343.5| 2508000| 1.0017318580542265| 54.0
124| "Taiyuan,Shanxi"| 2528258.25| 2502000| 1.0104949040767386| 25.0
125| Curitiba| 2494660.75| 2494000| 1.0002649358460305| 43.0
126| Zhengzhou| 2436541.5| 2438000| 0.9994017637407712| 16.0
127| Kabul| 2413174.5| 2401000| 1.0050705955851729| 7.0
128| Minneapolis-St.Paul| 2392131.25| 2395000| 0.9988021920668059| 55.0
129| AddisAbaba| 2352762.0| 2377000| 0.9898031131678586| 6.0
130| Incheon| 2104182.5| 2371000| 0.8874662589624631| 2.0
131| Manchester| 2370450.0| 2345000| 1.0108528784648187| 25.0
132| Ekurhuleni| 2435857.0| 2339000| 1.0414095767421976| 8.0
133| Campinas| 2248990.5| 2332000| 0.9644041595197256| 26.0
134| Daegu| 2280473.0| 2323000| 0.9816930693069307| 8.0
135| Puebla| 2261005.5| 2285000| 0.989499124726477| 26.0
136| Birmingham(WestMidlands)| 2273054.5| 2285000| 0.9947722100656455| 19.0
137| "Fuzhou,Fujian"| 2269566.5| 2279000| 0.9958606845107504| 18.0
138| DaresSalaam| 2261298.25| 2272000| 0.9952897227112676| 20.0
139| Jaipur| 2234762.5| 2258000| 0.989708813108946| 10.0
140| Ibadan| 2247998.75| 2236000| 1.0053661672629697| 25.0
141| Napoli(Naples)| 2247825.25| 2232000| 1.0070901657706093| 9.0
142| Izmir| 2219125.25| 2216000| 1.001410311371841| 200.0
143| Nairobi| 2166144.0| 2214000| 0.9783848238482384| 4.0
144| Halab(Aleppo)| 2195114.5| 2204000| 0.9959684664246824| 78.0
145| Lucknow| 2229989.5| 2202000| 1.012710944595822| 12.0
146| LaHabana(Havana)| 2184877.0| 2186000| 0.9994862763037512| 14.0
147| Sendai| 2192825.25| 2184000| 1.0040408653846153| 51.0
148| Changsha| 2164400.25| 2182000| 0.9919341200733273| 8.0
149| ElDjaza?r(Algiers)| 2101432.75| 2141000| 0.9815192666978048| 5.0
150| Bandung| 1886865.0| 2138000| 0.8825374181478017| 2.0
151| Tashkent| 2137041.0| 2135000| 1.0009559718969554| 5.0
152| "Suzhou,Jiangsu"| 2135885.0| 2112000| 1.0113091856060605| 18.0
153| Faisalabad| 2094124.875| 2098000| 0.9981529432793136| 28.0
154| Nagpur| 2070886.375| 2095000| 0.9884899164677804| 8.0
155| St.Louis| 2081650.875| 2079000| 1.001275072150072| 49.0
156| Baltimore| 2068311.0| 2079000| 0.9948585858585859| 18.0
157| Guayaquil| 2091447.75| 2077000| 1.0069560664419837| 25.0
158| Mashhad| 2073396.5| 2073000| 1.000191268692716| 171.0
159| Tampa-St.Petersburg| 2068882.625| 2071000| 0.9989776074360213| 40.0
160| Hiroshima| 2034589.0| 2044000| 0.9953957925636008| 35.0
161| Dimashq(Damascus)| 2012017.625| 2017000| 0.9975298091224591| 54.0
162| SantoDomingo| 2028980.25| 1997000| 1.016014146219329| 14.0
163| Denver-Aurora| 1998460.875| 1994000| 1.0022371489468405| 29.0
164| CiudaddeGuatemala(GuatemalaCity)| 1926440.5| 1973000| 0.9764016725798277| 8.0
165| Vancouver| 1957017.25| 1959000| 0.9989878764675855| 39.0
166| Bucuresti(Bucharest)| 1944132.75| 1949000| 0.9975026936890713| 7.0
167| Cali| 1896679.5| 1929000| 0.9832449455676516| 7.0
168| Medan| 1994476.75| 1912000| 1.0431363755230125| 4.0
169| Nanchang| 1905681.125| 1903000| 1.0014088938518129| 10.0
170| Lanzhou| 1906232.75| 1890000| 1.0085887566137566| 34.0
171| Zibo| 1847050.5| 1873000| 0.9861454885210892| 28.0
172| Dakar| 1763899.375| 1862000| 0.9473143796992481| 4.0
173| Guiyang| 1853400.375| 1860000| 0.9964518145161291| 24.0
174| Ningbo| 1824196.625| 1849000| 0.9865855191995674| 13.0
175| "Wuxi,Jiangsu"| 1834274.5| 1835000| 0.9996046321525885| 11.0
176| ?r?mqi(Wulumqi)| 1807805.875| 1807000| 1.0004459739900387| 17.0
177| Baku| 1793544.375| 1806000| 0.9931031976744186| 33.0
178| Budapest| 1806004.875| 1787000| 1.0106350727476217| 13.0
179| Cleveland| 1816906.375| 1786000| 1.017304801231803| 30.0
180| Bruxelles-Brussel| 1805100.75| 1783000| 1.0123952607964106| 15.0
181| Tunis| 1765025.625| 1769000| 0.997753321085359| 32.0
182| Pittsburgh| 1755180.625| 1753000| 1.0012439389617798| 49.0
183| Nanning| 1745759.25| 1737000| 1.0050427461139897| 28.0
184| Bel?m| 1729779.75| 1724000| 1.003352523201856| 10.0
185| Hamburg| 1699275.75| 1710000| 0.9937285087719299| 19.0
186| Minsk| 1698273.125| 1700000| 0.9989841911764706| 43.0
187| Taoyuan| 1826363.875| 1700000| 1.0743316911764706| 3.0
188| Asunci?n| 1709097.75| 1700000| 1.0053516176470587| 12.0
189| "Changzhou,Jiangsu"| 1714227.75| 1698000| 1.0095569787985865| 10.0
190| Torino(Turin)| 1691033.0| 1694000| 0.9982485242030696| 23.0
191| Port-au-Prince| 1732392.75| 1693000| 1.023268015357354| 6.0
192| Accra| 1679925.75| 1668000| 1.0071497302158274| 5.0
193| Warszawa(Warsaw)| 1671172.25| 1666000| 1.0031045918367347| 11.0
194| H?Noi| 1741220.5| 1660000| 1.0489280120481927| 3.0
195| Patna| 1610110.0| 1654000| 0.9734643288996372| 6.0
196| WestYorkshire| 1675634.0| 1648000| 1.016768203883495| 28.0
197| Goi?nia| 1656089.0| 1635000| 1.0128984709480122| 34.0
198| Bekasi| 1649652.5| 1622000| 1.0170483970406905| 1.0
199| Brisbane| 1573941.0| 1611000| 0.9769962756052142| 50.0
200| Montevideo| 1600111.25| 1600000| 1.00006953125| 41.0
201| Wenzhou| 1610619.625| 1590000| 1.0129683176100628| 11.0
202| Portland| 1588051.375| 1589000| 0.999403005034613| 33.0
203| Glasgow| 1576163.5| 1585000| 0.9944249211356467| 26.0
204| Coimbatore| 1581773.25| 1562000| 1.0126589308578746| 15.0
205| TolucadeLerdo| 1379815.75| 1553000| 0.8884840631036703| 11.0
206| Wien(Vienna)| 1560910.5| 1549000| 1.0076891542930924| 12.0
207| SanJose| 1491303.75| 1541000| 0.9677506489292667| 11.0
208| Hefei| 1570512.25| 1532000| 1.025138544386423| 8.0
209| Maracaibo| 1529729.5| 1525000| 1.00310131147541| 7.0
210| Riverside-SanBernardino| 1581398.75| 1516000| 1.0431390171503958| 14.0
211| Barranquilla| 1499376.75| 1511000| 0.9923075777630708| 4.0
212| Rabat| 1514524.75| 1507000| 1.004993198407432| 19.0
213| Cincinnati| 1520347.25| 1506000| 1.0095267264276229| 29.0
214| Douala| 1489409.5| 1490000| 0.9996036912751678| 122.0
215| Gaoxiong| 1459673.5| 1488000| 0.980963373655914| 5.0
216| Bayrut(Beirut)| 1492225.0| 1487000| 1.003513786146604| 15.0
217| Indore| 1543544.875| 1486000| 1.0387246803499328| 9.0
218| Kharkiv| 1462596.75| 1484000| 0.9855773247978437| 8.0
219| Rawalpindi| 1475203.75| 1477000| 0.9987838524035206| 26.0
220| Marseille-Aix-en-Provence| 1459700.5| 1476000| 0.9889569783197832| 29.0
221| BaixadaSantista| 1303790.0| 1468000| 0.8881403269754768| 2.0
222| Vadodara| 1505361.875| 1465000| 1.0275507679180886| 9.0
223| Palembang| 1498571.375| 1459000| 1.0271222583961617| 4.0
224| Lyon| 1444383.5| 1446000| 0.9988820885200553| 18.0
225| GrandeVit?ria| 1432711.625| 1435000| 0.9984053135888502| 32.0
